,GAME ID,DATE
245,20000943,2001-03-16
246,20000942,2001-03-16
247,20000950,2001-03-16
248,20000946,2001-03-16
249,20000936,2001-03-15
250,20000937,2001-03-15
251,20000940,2001-03-15
252,20000935,2001-03-15
253,20000938,2001-03-15
254,20000939,2001-03-15
255,20000930,2001-03-14
256,20000929,2001-03-14
257,20000931,2001-03-14
258,20000933,2001-03-14
259,20000934,2001-03-14
260,20000927,2001-03-14
261,20000932,2001-03-14
262,20000926,2001-03-14
263,20000928,2001-03-14
264,20000922,2001-03-13
265,20000921,2001-03-13
266,20000925,2001-03-13
267,20000923,2001-03-13
268,20000918,2001-03-13
269,20000924,2001-03-13
270,20000920,2001-03-13
271,20000919,2001-03-13
272,20000915,2001-03-12
273,20000914,2001-03-12
274,20000917,2001-03-12
275,20000916,2001-03-12
276,20000911,2001-03-11
277,20000906,2001-03-11
278,20000913,2001-03-11
279,20000910,2001-03-11
280,20000909,2001-03-11
281,20000908,2001-03-11
282,20000907,2001-03-11
283,20000905,2001-03-11
284,20000912,2001-03-11
285,20000901,2001-03-10
286,20000903,2001-03-10
287,20000902,2001-03-10
288,20000900,2001-03-10
289,20000904,2001-03-10
290,20000894,2001-03-09
291,20000888,2001-03-09
292,20000893,2001-03-09
293,20000892,2001-03-09
294,20000891,2001-03-09
295,20000890,2001-03-09
296,20000889,2001-03-09
297,20000899,2001-03-09
298,20000898,2001-03-09
299,20000897,2001-03-09
300,20000896,2001-03-09
301,20000895,2001-03-09
302,20000887,2001-03-08
303,20000885,2001-03-08
304,20000886,2001-03-08
305,20000882,2001-03-07
306,20000883,2001-03-07
307,20000884,2001-03-07
308,20000876,2001-03-07
309,20000878,2001-03-07
310,20000875,2001-03-07
311,20000881,2001-03-07
312,20000880,2001-03-07
313,20000879,2001-03-07
314,20000877,2001-03-07
315,20000873,2001-03-06
316,20000872,2001-03-06
317,20000871,2001-03-06
318,20000868,2001-03-06
319,20000870,2001-03-06
320,20000869,2001-03-06
321,20000867,2001-03-06
322,20000874,2001-03-06
323,20000866,2001-03-05
324,20000861,2001-03-05
325,20000864,2001-03-05
326,20000863,2001-03-05
327,20000865,2001-03-05
328,20000862,2001-03-05
329,20000853,2001-03-04
330,20000854,2001-03-04
331,20000855,2001-03-04
332,20000856,2001-03-04
333,20000857,2001-03-04
334,20000858,2001-03-04
335,20000859,2001-03-04
336,20000860,2001-03-04
337,20000851,2001-03-03
338,20000850,2001-03-03
339,20000847,2001-03-03
340,20000852,2001-03-03
341,20000848,2001-03-03
342,20000849,2001-03-03
343,20000842,2001-03-02
344,20000840,2001-03-02
345,20000839,2001-03-02
346,20000837,2001-03-02
347,20000846,2001-03-02
348,20000845,2001-03-02
349,20000844,2001-03-02
350,20000843,2001-03-02
351,20000841,2001-03-02
352,20000838,2001-03-02
353,20000836,2001-03-01
354,20000834,2001-03-01
355,20000833,2001-03-01
356,20000835,2001-03-01
357,20000832,2001-03-01
358,20000822,2001-02-28
359,20000823,2001-02-28
360,20000824,2001-02-28
361,20000825,2001-02-28
362,20000826,2001-02-28
363,20000827,2001-02-28
364,20000829,2001-02-28
365,20000830,2001-02-28
366,20000831,2001-02-28
367,20000828,2001-02-28
368,20000817,2001-02-27
369,20000820,2001-02-27
370,20000816,2001-02-27
371,20000819,2001-02-27
372,20000821,2001-02-27
373,20000818,2001-02-27
374,20000812,2001-02-26
375,20000808,2001-02-26
376,20000809,2001-02-26
377,20000814,2001-02-26
378,20000813,2001-02-26
379,20000811,2001-02-26
380,20000815,2001-02-26
381,20000810,2001-02-26
382,20000802,2001-02-25
383,20000803,2001-02-25
384,20000804,2001-02-25
385,20000805,2001-02-25
386,20000806,2001-02-25
387,20000807,2001-02-25
388,20000801,2001-02-25
389,20000797,2001-02-24
390,20000798,2001-02-24
391,20000794,2001-02-24
392,20000795,2001-02-24
393,20000796,2001-02-24
394,20000799,2001-02-24
395,20000800,2001-02-24
396,20000787,2001-02-23
397,20000789,2001-02-23
398,20000791,2001-02-23
399,20000792,2001-02-23
400,20000793,2001-02-23
401,20000784,2001-02-23
402,20000785,2001-02-23
403,20000786,2001-02-23
404,20000788,2001-02-23
405,20000790,2001-02-23
406,20000779,2001-02-22
407,20000781,2001-02-22
408,20000780,2001-02-22
409,20000782,2001-02-22
410,20000783,2001-02-22
411,20000776,2001-02-21
412,20000777,2001-02-21
413,20000778,2001-02-21
414,20000774,2001-02-21
415,20000775,2001-02-21
416,20000771,2001-02-21
417,20000772,2001-02-21
418,20000773,2001-02-21
419,20000765,2001-02-20
420,20000763,2001-02-20
421,20000762,2001-02-20
422,20000767,2001-02-20
423,20000766,2001-02-20
424,20000770,2001-02-20
425,20000769,2001-02-20
426,20000768,2001-02-20
427,20000764,2001-02-20
428,20000761,2001-02-19
429,20000760,2001-02-19
430,20000758,2001-02-19
431,20000759,2001-02-19
432,20000749,2001-02-18
433,20000750,2001-02-18
434,20000754,2001-02-18
435,20000751,2001-02-18
436,20000752,2001-02-18
437,20000753,2001-02-18
438,20000755,2001-02-18
439,20000756,2001-02-18
440,20000757,2001-02-18
441,20000748,2001-02-17
442,20000745,2001-02-17
443,20000747,2001-02-17
444,20000743,2001-02-17
445,20000744,2001-02-17
446,20000746,2001-02-17
447,20000741,2001-02-16
448,20000738,2001-02-16
449,20000740,2001-02-16
450,20000742,2001-02-16
451,20000739,2001-02-16
452,20000737,2001-02-16
453,20000736,2001-02-16
454,20000730,2001-02-15
455,20000731,2001-02-15
456,20000733,2001-02-15
457,20000735,2001-02-15
458,20000732,2001-02-15
459,20000734,2001-02-15
460,20000729,2001-02-15
461,20000723,2001-02-14
462,20000724,2001-02-14
463,20000725,2001-02-14
464,20000728,2001-02-14
465,20000726,2001-02-14
466,20000727,2001-02-14
467,20000710,2001-02-13
468,20000711,2001-02-13
469,20000712,2001-02-13
470,20000713,2001-02-13
471,20000714,2001-02-13
472,20000715,2001-02-13
473,20000716,2001-02-13
474,20000717,2001-02-13
475,20000718,2001-02-13
476,20000719,2001-02-13
477,20000720,2001-02-13
478,20000721,2001-02-13
479,20000722,2001-02-13
480,20000709,2001-02-08
481,20000707,2001-02-08
482,20000706,2001-02-08
483,20000708,2001-02-08
484,20000702,2001-02-07
485,20000705,2001-02-07
486,20000704,2001-02-07
487,20000698,2001-02-07
488,20000696,2001-02-07
489,20000703,2001-02-07
490,20000701,2001-02-07
491,20000700,2001-02-07
492,20000699,2001-02-07
493,20000697,2001-02-07
494,20000693,2001-02-06
495,20000692,2001-02-06
496,20000695,2001-02-06
497,20000694,2001-02-06
498,20000690,2001-02-06
499,20000691,2001-02-06
500,20000688,2001-02-05
501,20000684,2001-02-05
502,20000689,2001-02-05
503,20000687,2001-02-05
504,20000686,2001-02-05
505,20000685,2001-02-05
506,20000683,2001-02-05
507,20000682,2001-02-04
508,20000678,2001-02-04
509,20000680,2001-02-04
510,20000681,2001-02-04
511,20000679,2001-02-04
512,20000674,2001-02-03
513,20000672,2001-02-03
514,20000671,2001-02-03
515,20000675,2001-02-03
516,20000676,2001-02-03
517,20000668,2001-02-03
518,20000670,2001-02-03
519,20000677,2001-02-03
520,20000673,2001-02-03
521,20000669,2001-02-03
522,20000666,2001-02-02
523,20000667,2001-02-02
524,20000662,2001-02-02
525,20000664,2001-02-02
526,20000665,2001-02-02
527,20000663,2001-02-02
528,20000661,2001-02-02
529,20000655,2001-02-01
530,20000654,2001-02-01
531,20000660,2001-02-01
532,20000659,2001-02-01
533,20000658,2001-02-01
534,20000657,2001-02-01
535,20000656,2001-02-01
536,20000650,2001-01-31
537,20000651,2001-01-31
538,20000652,2001-01-31
539,20000653,2001-01-31
540,20000646,2001-01-31
541,20000648,2001-01-31
542,20000647,2001-01-31
543,20000649,2001-01-31
544,20000644,2001-01-30
545,20000639,2001-01-30
546,20000640,2001-01-30
547,20000641,2001-01-30
548,20000645,2001-01-30
549,20000643,2001-01-30
550,20000642,2001-01-30
551,20000631,2001-01-29
552,20000632,2001-01-29
553,20000633,2001-01-29
554,20000638,2001-01-29
555,20000634,2001-01-29
556,20000636,2001-01-29
557,20000635,2001-01-29
558,20000637,2001-01-29
559,20000629,2001-01-28
560,20000630,2001-01-28
561,20000628,2001-01-27
562,20000623,2001-01-27
563,20000620,2001-01-27
564,20000622,2001-01-27
565,20000618,2001-01-27
566,20000624,2001-01-27
567,20000625,2001-01-27
568,20000621,2001-01-27
569,20000626,2001-01-27
570,20000627,2001-01-27
571,20000619,2001-01-27
572,20000615,2001-01-26
573,20000612,2001-01-26
574,20000613,2001-01-26
575,20000616,2001-01-26
576,20000614,2001-01-26
577,20000617,2001-01-26
578,20000609,2001-01-25
579,20000611,2001-01-25
580,20000610,2001-01-25
581,20000608,2001-01-25
582,20000607,2001-01-25
583,20000603,2001-01-24
584,20000602,2001-01-24
585,20000606,2001-01-24
586,20000605,2001-01-24
587,20000600,2001-01-24
588,20000604,2001-01-24
589,20000601,2001-01-24
590,20000590,2001-01-23
591,20000589,2001-01-23
592,20000588,2001-01-23
593,20000592,2001-01-23
594,20000591,2001-01-23
595,20000593,2001-01-23
596,20000594,2001-01-23
597,20000599,2001-01-23
598,20000598,2001-01-23
599,20000597,2001-01-23
600,20000596,2001-01-23
601,20000595,2001-01-23
602,20000587,2001-01-22
603,20000585,2001-01-21
604,20000582,2001-01-21
605,20000586,2001-01-21
606,20000578,2001-01-21
607,20000580,2001-01-21
608,20000581,2001-01-21
609,20000579,2001-01-21
610,20000583,2001-01-21
611,20000584,2001-01-21
612,20000577,2001-01-20
613,20000574,2001-01-20
614,20000576,2001-01-20
615,20000575,2001-01-20
616,20000572,2001-01-19
617,20000571,2001-01-19
618,20000565,2001-01-19
619,20000566,2001-01-19
620,20000567,2001-01-19
621,20000568,2001-01-19
622,20000569,2001-01-19
623,20000570,2001-01-19
624,20000573,2001-01-19
625,20000559,2001-01-18
626,20000563,2001-01-18
627,20000564,2001-01-18
628,20000561,2001-01-18
629,20000562,2001-01-18
630,20000560,2001-01-18
631,20000558,2001-01-17
632,20000551,2001-01-17
633,20000554,2001-01-17
634,20000555,2001-01-17
635,20000552,2001-01-17
636,20000556,2001-01-17
637,20000557,2001-01-17
638,20000553,2001-01-17
639,20000548,2001-01-16
640,20000550,2001-01-16
641,20000549,2001-01-16
642,20000547,2001-01-16
643,20000545,2001-01-15
644,20000535,2001-01-15
645,20000537,2001-01-15
646,20000544,2001-01-15
647,20000539,2001-01-15
648,20000536,2001-01-15
649,20000543,2001-01-15
650,20000542,2001-01-15
651,20000541,2001-01-15
652,20000546,2001-01-15
653,20000538,2001-01-15
654,20000540,2001-01-15
655,20000533,2001-01-14
656,20000532,2001-01-14
657,20000531,2001-01-14
658,20000534,2001-01-14
659,20000528,2001-01-13
660,20000525,2001-01-13
661,20000524,2001-01-13
662,20000523,2001-01-13
663,20000521,2001-01-13
664,20000530,2001-01-13
665,20000529,2001-01-13
666,20000527,2001-01-13
667,20000526,2001-01-13
668,20000522,2001-01-13
669,20000513,2001-01-12
670,20000516,2001-01-12
671,20000520,2001-01-12
672,20000519,2001-01-12
673,20000517,2001-01-12
674,20000515,2001-01-12
675,20000518,2001-01-12
676,20000514,2001-01-12
677,20000509,2001-01-11
678,20000510,2001-01-11
679,20000508,2001-01-11
680,20000507,2001-01-11
681,20000512,2001-01-11
682,20000511,2001-01-11
683,20000503,2001-01-10
684,20000504,2001-01-10
685,20000505,2001-01-10
686,20000506,2001-01-10
687,20000500,2001-01-10
688,20000502,2001-01-10
689,20000501,2001-01-10
690,20000497,2001-01-09
691,20000496,2001-01-09
692,20000495,2001-01-09
693,20000494,2001-01-09
694,20000493,2001-01-09
695,20000499,2001-01-09
696,20000498,2001-01-09
697,20000492,2001-01-09
698,20000491,2001-01-08
699,20000487,2001-01-08
700,20000489,2001-01-08
701,20000486,2001-01-08
702,20000488,2001-01-08
703,20000490,2001-01-08
704,20000485,2001-01-07
705,20000484,2001-01-07
706,20000480,2001-01-07
707,20000481,2001-01-07
708,20000482,2001-01-07
709,20000483,2001-01-07
710,20000478,2001-01-06
711,20000473,2001-01-06
712,20000479,2001-01-06
713,20000477,2001-01-06
714,20000476,2001-01-06
715,20000475,2001-01-06
716,20000474,2001-01-06
717,20000470,2001-01-05
718,20000467,2001-01-05
719,20000465,2001-01-05
720,20000468,2001-01-05
721,20000472,2001-01-05
722,20000471,2001-01-05
723,20000469,2001-01-05
724,20000466,2001-01-05
725,20000463,2001-01-04
726,20000464,2001-01-04
727,20000461,2001-01-04
728,20000460,2001-01-04
729,20000462,2001-01-04
730,20000452,2001-01-03
731,20000459,2001-01-03
732,20000458,2001-01-03
733,20000457,2001-01-03
734,20000456,2001-01-03
735,20000455,2001-01-03
736,20000454,2001-01-03
737,20000453,2001-01-03
738,20000451,2001-01-03
739,20000445,2001-01-02
740,20000442,2001-01-02
741,20000449,2001-01-02
742,20000443,2001-01-02
743,20000450,2001-01-02
744,20000448,2001-01-02
745,20000447,2001-01-02
746,20000446,2001-01-02
747,20000444,2001-01-02
748,20000441,2001-01-01
749,20000440,2001-01-01
750,20000438,2000-12-31
751,20000439,2000-12-31
752,20000435,2000-12-30
753,20000436,2000-12-30
754,20000437,2000-12-30
755,20000434,2000-12-30
756,20000427,2000-12-30
757,20000428,2000-12-30
758,20000430,2000-12-30
759,20000431,2000-12-30
760,20000432,2000-12-30
761,20000433,2000-12-30
762,20000429,2000-12-30
763,20000423,2000-12-29
764,20000424,2000-12-29
765,20000426,2000-12-29
766,20000422,2000-12-29
767,20000425,2000-12-29
768,20000414,2000-12-28
769,20000415,2000-12-28
770,20000416,2000-12-28
771,20000420,2000-12-28
772,20000412,2000-12-28
773,20000419,2000-12-28
774,20000417,2000-12-28
775,20000421,2000-12-28
776,20000413,2000-12-28
777,20000418,2000-12-28
778,20000410,2000-12-27
779,20000409,2000-12-27
780,20000411,2000-12-27
781,20000408,2000-12-27
782,20000398,2000-12-26
783,20000399,2000-12-26
784,20000400,2000-12-26
785,20000401,2000-12-26
786,20000402,2000-12-26
787,20000403,2000-12-26
788,20000404,2000-12-26
789,20000405,2000-12-26
790,20000406,2000-12-26
791,20000407,2000-12-26
792,20000397,2000-12-25
793,20000396,2000-12-25
794,20000389,2000-12-23
795,20000390,2000-12-23
796,20000391,2000-12-23
797,20000392,2000-12-23
798,20000393,2000-12-23
799,20000394,2000-12-23
800,20000395,2000-12-23
801,20000384,2000-12-23
802,20000385,2000-12-23
803,20000387,2000-12-23
804,20000386,2000-12-23
805,20000388,2000-12-23
806,20000380,2000-12-22
807,20000379,2000-12-22
808,20000383,2000-12-22
809,20000382,2000-12-22
810,20000378,2000-12-22
811,20000374,2000-12-22
812,20000381,2000-12-22
813,20000377,2000-12-22
814,20000376,2000-12-22
815,20000375,2000-12-22
816,20000373,2000-12-21
817,20000370,2000-12-21
818,20000371,2000-12-21
819,20000372,2000-12-21
820,20000361,2000-12-20
821,20000362,2000-12-20
822,20000363,2000-12-20
823,20000365,2000-12-20
824,20000366,2000-12-20
825,20000367,2000-12-20
826,20000369,2000-12-20
827,20000360,2000-12-20
828,20000364,2000-12-20
829,20000368,2000-12-20
830,20000355,2000-12-19
831,20000354,2000-12-19
832,20000353,2000-12-19
833,20000359,2000-12-19
834,20000356,2000-12-19
835,20000352,2000-12-19
836,20000358,2000-12-19
837,20000357,2000-12-19
838,20000351,2000-12-18
839,20000347,2000-12-17
840,20000350,2000-12-17
841,20000349,2000-12-17
842,20000348,2000-12-17
843,20000346,2000-12-17
844,20000345,2000-12-17
845,20000340,2000-12-16
846,20000342,2000-12-16
847,20000343,2000-12-16
848,20000344,2000-12-16
849,20000337,2000-12-16
850,20000338,2000-12-16
851,20000341,2000-12-16
852,20000339,2000-12-16
853,20000325,2000-12-15
854,20000328,2000-12-15
855,20000336,2000-12-15
856,20000334,2000-12-15
857,20000333,2000-12-15
858,20000332,2000-12-15
859,20000331,2000-12-15
860,20000329,2000-12-15
861,20000335,2000-12-15
862,20000327,2000-12-15
863,20000330,2000-12-15
864,20000326,2000-12-15
865,20000323,2000-12-14
866,20000322,2000-12-14
867,20000324,2000-12-14
868,20000314,2000-12-13
869,20000320,2000-12-13
870,20000313,2000-12-13
871,20000312,2000-12-13
872,20000321,2000-12-13
873,20000316,2000-12-13
874,20000319,2000-12-13
875,20000318,2000-12-13
876,20000317,2000-12-13
877,20000315,2000-12-13
878,20000306,2000-12-12
879,20000311,2000-12-12
880,20000305,2000-12-12
881,20000310,2000-12-12
882,20000308,2000-12-12
883,20000307,2000-12-12
884,20000309,2000-12-12
885,20000304,2000-12-12
886,20000300,2000-12-11
887,20000303,2000-12-11
888,20000301,2000-12-11
889,20000299,2000-12-11
890,20000302,2000-12-11
891,20000295,2000-12-10
892,20000296,2000-12-10
893,20000294,2000-12-10
894,20000298,2000-12-10
895,20000297,2000-12-10
896,20000291,2000-12-09
897,20000287,2000-12-09
898,20000286,2000-12-09
899,20000285,2000-12-09
900,20000284,2000-12-09
901,20000288,2000-12-09
902,20000293,2000-12-09
903,20000292,2000-12-09
904,20000290,2000-12-09
905,20000289,2000-12-09
906,20000280,2000-12-08
907,20000279,2000-12-08
908,20000278,2000-12-08
909,20000277,2000-12-08
910,20000276,2000-12-08
911,20000281,2000-12-08
912,20000275,2000-12-08
913,20000282,2000-12-08
914,20000283,2000-12-08
915,20000273,2000-12-07
916,20000274,2000-12-07
917,20000271,2000-12-07
918,20000270,2000-12-07
919,20000272,2000-12-07
920,20000264,2000-12-06
921,20000262,2000-12-06
922,20000263,2000-12-06
923,20000261,2000-12-06
924,20000265,2000-12-06
925,20000266,2000-12-06
926,20000267,2000-12-06
927,20000269,2000-12-06
928,20000268,2000-12-06
929,20000252,2000-12-05
930,20000251,2000-12-05
931,20000260,2000-12-05
932,20000259,2000-12-05
933,20000258,2000-12-05
934,20000257,2000-12-05
935,20000255,2000-12-05
936,20000254,2000-12-05
937,20000253,2000-12-05
938,20000256,2000-12-05
939,20000249,2000-12-04
940,20000250,2000-12-04
941,20000245,2000-12-03
942,20000247,2000-12-03
943,20000242,2000-12-03
944,20000246,2000-12-03
945,20000248,2000-12-03
946,20000244,2000-12-03
947,20000243,2000-12-03
948,20000235,2000-12-02
949,20000236,2000-12-02
950,20000239,2000-12-02
951,20000240,2000-12-02
952,20000237,2000-12-02
953,20000241,2000-12-02
954,20000238,2000-12-02
955,20000233,2000-12-02
956,20000234,2000-12-02
957,20000223,2000-12-01
958,20000232,2000-12-01
959,20000230,2000-12-01
960,20000228,2000-12-01
961,20000227,2000-12-01
962,20000224,2000-12-01
963,20000225,2000-12-01
964,20000226,2000-12-01
965,20000229,2000-12-01
966,20000231,2000-12-01
967,20000217,2000-11-30
968,20000220,2000-11-30
969,20000221,2000-11-30
970,20000222,2000-11-30
971,20000219,2000-11-30
972,20000218,2000-11-30
973,20000216,2000-11-29
974,20000215,2000-11-29
975,20000214,2000-11-29
976,20000211,2000-11-29
977,20000208,2000-11-29
978,20000209,2000-11-29
979,20000210,2000-11-29
980,20000213,2000-11-29
981,20000212,2000-11-29
982,20000205,2000-11-28
983,20000203,2000-11-28
984,20000206,2000-11-28
985,20000199,2000-11-28
986,20000207,2000-11-28
987,20000201,2000-11-28
988,20000204,2000-11-28
989,20000202,2000-11-28
990,20000200,2000-11-28
991,20000196,2000-11-27
992,20000198,2000-11-27
993,20000197,2000-11-27
994,20000193,2000-11-26
995,20000195,2000-11-26
996,20000194,2000-11-26
997,20000183,2000-11-25
998,20000187,2000-11-25
999,20000188,2000-11-25
1000,20000192,2000-11-25
1001,20000189,2000-11-25
1002,20000191,2000-11-25
1003,20000182,2000-11-25
1004,20000185,2000-11-25
1005,20000184,2000-11-25
1006,20000190,2000-11-25
1007,20000186,2000-11-25
1008,20000174,2000-11-24
1009,20000179,2000-11-24
1010,20000177,2000-11-24
1011,20000176,2000-11-24
1012,20000175,2000-11-24
1013,20000172,2000-11-24
1014,20000171,2000-11-24
1015,20000181,2000-11-24
1016,20000173,2000-11-24
1017,20000180,2000-11-24
1018,20000178,2000-11-24
1019,20000170,2000-11-23
1020,20000169,2000-11-22
1021,20000159,2000-11-22
1022,20000160,2000-11-22
1023,20000168,2000-11-22
1024,20000161,2000-11-22
1025,20000164,2000-11-22
1026,20000165,2000-11-22
1027,20000163,2000-11-22
1028,20000167,2000-11-22
1029,20000166,2000-11-22
1030,20000162,2000-11-22
1031,20000155,2000-11-21
1032,20000153,2000-11-21
1033,20000156,2000-11-21
1034,20000154,2000-11-21
1035,20000158,2000-11-21
1036,20000157,2000-11-21
1037,20000151,2000-11-20
1038,20000149,2000-11-20
1039,20000150,2000-11-20
1040,20000152,2000-11-20
1041,20000148,2000-11-20
1042,20000144,2000-11-19
1043,20000145,2000-11-19
1044,20000146,2000-11-19
1045,20000147,2000-11-19
1046,20000141,2000-11-18
1047,20000138,2000-11-18
1048,20000142,2000-11-18
1049,20000143,2000-11-18
1050,20000135,2000-11-18
1051,20000137,2000-11-18
1052,20000140,2000-11-18
1053,20000139,2000-11-18
1054,20000134,2000-11-18
1055,20000136,2000-11-18
1056,20000128,2000-11-17
1057,20000127,2000-11-17
1058,20000126,2000-11-17
1059,20000129,2000-11-17
1060,20000133,2000-11-17
1061,20000132,2000-11-17
1062,20000130,2000-11-17
1063,20000131,2000-11-17
1064,20000120,2000-11-16
1065,20000121,2000-11-16
1066,20000122,2000-11-16
1067,20000123,2000-11-16
